"","sample_id","site_id","updated_sample_type","fake_kelp_height","year","month","day","sampling_round","lab_round","lab_blistering","water_type","aquarium_salinity","paper_aquarium_day","aquarium_day","position_of_meristem","desmerestia","extraction_kit_brand","lab_or_field_sampled","pcr_cycles","pcr_position","N.conduct","mean.conduct","sd.conduct","N.temp","mean.temp","sd.temp","se.conduct","lci.conduct","uci.conduct","se.temp","lci.temp","uci.temp"
"rock1-cp-2022-5-30","rock1-cp-2022-5-30","cp","rock",NA,2022,5,30,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3H2",3,22.43333333,0.030550505,3,12.3,0.2,0.017638342,22.40278283,22.46388384,0.115470054,12.07367869,12.52632131
"rock2-cp-2022-5-30","rock2-cp-2022-5-30","cp","rock",NA,2022,5,30,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-D12",3,22.43333333,0.030550505,3,12.3,0.2,0.017638342,22.40278283,22.46388384,0.115470054,12.07367869,12.52632131
"water1-cp-2022-5-30","water1-cp-2022-5-30","cp","water",NA,2022,5,30,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate3A7",3,22.43333333,0.030550505,3,12.3,0.2,0.017638342,22.40278283,22.46388384,0.115470054,12.07367869,12.52632131
"water2-cp-2022-5-30","water2-cp-2022-5-30","cp","water",NA,2022,5,30,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3G1",3,22.43333333,0.030550505,3,12.3,0.2,0.017638342,22.40278283,22.46388384,0.115470054,12.07367869,12.52632131
"plate-1-well-7A_S73","plate-1-well-7A","gw","rock",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-2-well-11E_S109","plate-2-well-11E","gw","meristem",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-2-well-4C_S147","plate-2-well-4C","gw","meristem",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-2-well-5E_S157","plate-2-well-5E","gw","meristem",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-3-well-4D_S244","plate-3-well-4D","gw","water",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-3-well-7C_S267","plate-3-well-7C","gw","rock",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-3-well-8E_S277","plate-3-well-8E","gw","meristem",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-3-well-9B_S282","plate-3-well-9B","gw","rock",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-4-well-1E_S293","plate-4-well-1E","gw","water",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"plate-4-well-2G_S303","plate-4-well-2G","gw","water",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,22.90666667,0.543077649,3,13.26666667,0.305505046,0.313546027,22.36358902,23.44974432,0.176383421,12.92095516,13.61237817
"meristem1-cp-2022-6-27","meristem1-cp-2022-6-27","cp","meristem",NA,2022,6,27,13,6,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3D9",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"meristem2-cp-2022-6-27","meristem2-cp-2022-6-27","cp","meristem",NA,2022,6,27,13,6,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3F7",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"meristem3-cp-2022-6-27","meristem3-cp-2022-6-27","cp","meristem",NA,2022,6,27,13,6,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate4-C2",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"meristem4-cp-2022-6-27","meristem4-cp-2022-6-27","cp","meristem",NA,2022,6,27,13,6,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-G11",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"meristem5-cp-2022-6-27","meristem5-cp-2022-6-27","cp","meristem",NA,2022,6,27,13,6,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-G4",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"meristem6-cp-2022-6-27","meristem6-cp-2022-6-27","cp","meristem",NA,2022,6,27,13,6,"","ocean",NA,"",NA,"submerged","no",NA,"field",25,"plate4-F3",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"rock1-cp-2022-6-27","rock1-cp-2022-6-27","cp","rock",NA,2022,6,27,13,6,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-G2",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"rock2-cp-2022-6-27","rock2-cp-2022-6-27","cp","rock",NA,2022,6,27,13,6,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-E4",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"water2-cp-2022-6-27","water2-cp-2022-6-27","cp","water",NA,2022,6,27,13,6,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate8-C-12",3,23.2,0.079372539,3,16.7,0,0.045825757,23.12062746,23.27937254,0,16.7,16.7
"fakekelp-high1-gw-2022-6-28","fakekelp-high1-gw-2022-6-28","gw","fake_kelp","high",2022,6,28,13,6,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate3F2",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"meristem10-gw-2022-6-28","meristem10-gw-2022-6-28","gw","meristem",NA,2022,6,28,13,6,"","ocean",20,"day0","D-1","submerged","no","zymo","field",35,"plate3D2",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"meristem13-gw-2022-6-28","meristem13-gw-2022-6-28","gw","meristem",NA,2022,6,28,13,6,"","ocean",10,"day0","D-1","submerged","no","zymo","field",25,"plate3E5",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"meristem16-gw-2022-6-28","meristem16-gw-2022-6-28","gw","meristem",NA,2022,6,28,13,6,"","ocean",10,"day0","D-1","submerged","no","zymo","field",35,"plate4-D2",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"meristem4-gw-2022-6-28","meristem4-gw-2022-6-28","gw","meristem",NA,2022,6,28,13,6,"","ocean",30,"day0","D-1","submerged","no","zymo","field",25,"plate3B10",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"meristem7-gw-2022-6-28","meristem7-gw-2022-6-28","gw","meristem",NA,2022,6,28,13,6,"","ocean",20,"day0","D-1","submerged","no","zymo","field",35,"plate4-D11",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"rock1-gw-2022-6-28","rock1-gw-2022-6-28","gw","rock",NA,2022,6,28,13,6,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-D6",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"rock2-gw-2022-6-28","rock2-gw-2022-6-28","gw","rock",NA,2022,6,28,13,6,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-D8",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"water1-gw-2022-6-28","water1-gw-2022-6-28","gw","meristem",NA,2022,6,28,13,6,"","ocean",30,"day0","D-1",NA,"no","zymo","field",25,"plate3F6",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"water2-gw-2022-6-28","water2-gw-2022-6-28","gw","water",NA,2022,6,28,13,6,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-H2",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"meristem1-gw-2022-6-28","meristem1-gw-2022-6-28","gw","meristem",NA,2022,6,28,13,6,"","ocean",30,"day0","D-1","submerged","no","zymo","field",25,"plate8e7",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"meristemb-202022629","meristemb-202022629","gw","meristem",NA,2022,6,28,13,6,"","ocean",20,"day0","D-1",NA,"no","zymo","field",25,"plate8-D-1",3,23.72666667,0.168621865,3,14.63333333,0.152752523,0.097353879,23.5580448,23.89528853,0.08819171,14.46047758,14.80618909
"meristem1-cp-2022-7-13","meristem1-cp-2022-7-13","cp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate3H6",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"meristem2-cp-2022-7-13","meristem2-cp-2022-7-13","cp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3H10",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"meristem3-cp-2022-7-13","meristem3-cp-2022-7-13","cp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3H11",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"meristem5-cp-2022-7-13","meristem5-cp-2022-7-13","cp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-A6",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"meristem6-cp-2022-7-13","meristem6-cp-2022-7-13","cp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate4-A11",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"rock1-cp-2022-7-13","rock1-cp-2022-7-13","cp","rock",NA,2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3-G-5",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"rock2-cp-2022-7-13","rock2-cp-2022-7-13","cp","rock",NA,2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-A12",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"meristem4-cp-2022-7-13","meristem4-cp-2022-7-13","cp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate8-G-2",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"water1-cp-2022-7-13","water1-cp-2022-7-13","cp","water",NA,2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate7f8",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"water2cp2022713","water2cp2022713","cp","water",NA,2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate8-D-3",3,24.24,0.01,3,16.56666667,0.115470054,0.005773503,24.23,24.25,0.066666667,16.436,16.69733333
"plate-1-well-11G_S15","plate-1-well-11G","tb","meristem",NA,2021,4,30,2,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,1,24.43,NA,1,13.3,NA,NA,NA,NA,NA,NA,NA
"plate-2-well-8B_S178","plate-2-well-8B","tb","rock",NA,2021,4,30,2,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,1,24.43,NA,1,13.3,NA,NA,NA,NA,NA,NA,NA
"plate-3-well-3H_S240","plate-3-well-3H","tb","meristem",NA,2021,4,30,2,NA,"","tidepool",NA,"",NA,"moderate","no","quiagen_plate","field",35,NA,1,24.43,NA,1,13.3,NA,NA,NA,NA,NA,NA,NA
"fakekelp-high1-cp-2022-5-2","fakekelp-high1-cp-2022-5-2","cp","fake_kelp","high",2022,5,2,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3E9",3,24.55333333,0.465761026,3,10.5,0.1,0.268907254,24.08757231,25.01909436,0.057735027,10.38683935,10.61316065
"meristem1-cp-2022-5-2","meristem1-cp-2022-5-2","cp","meristem",NA,2022,5,2,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-C4",3,24.55333333,0.465761026,3,10.5,0.1,0.268907254,24.08757231,25.01909436,0.057735027,10.38683935,10.61316065
"meristem3-cp-2022-5-2","meristem3-cp-2022-5-2","cp","meristem",NA,2022,5,2,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",25,"plate1-F2",3,24.55333333,0.465761026,3,10.5,0.1,0.268907254,24.08757231,25.01909436,0.057735027,10.38683935,10.61316065
"meristem4-cp-2022-5-2","meristem4-cp-2022-5-2","cp","meristem",NA,2022,5,2,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-G6",3,24.55333333,0.465761026,3,10.5,0.1,0.268907254,24.08757231,25.01909436,0.057735027,10.38683935,10.61316065
"meristem5-cp-2022-5-2","meristem5-cp-2022-5-2","cp","meristem",NA,2022,5,2,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-B1",3,24.55333333,0.465761026,3,10.5,0.1,0.268907254,24.08757231,25.01909436,0.057735027,10.38683935,10.61316065
"meristem6-cp-2022-5-2","meristem6-cp-2022-5-2","cp","meristem",NA,2022,5,2,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-C5",3,24.55333333,0.465761026,3,10.5,0.1,0.268907254,24.08757231,25.01909436,0.057735027,10.38683935,10.61316065
"rock1-cp-2022-5-2","rock1-cp-2022-5-2","cp","rock",NA,2022,5,2,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-A9",3,24.55333333,0.465761026,3,10.5,0.1,0.268907254,24.08757231,25.01909436,0.057735027,10.38683935,10.61316065
"rock2-cp-2022-5-2","rock2-cp-2022-5-2","cp","rock",NA,2022,5,2,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3B2",3,24.55333333,0.465761026,3,10.5,0.1,0.268907254,24.08757231,25.01909436,0.057735027,10.38683935,10.61316065
"fakekelp-high1-tb-2022-5-3","fakekelp-high1-tb-2022-5-3","tb","fake_kelp","high",2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-A8",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"meristem1-tb-2022-5-3","meristem1-tb-2022-5-3","tb","meristem",NA,2022,5,3,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-B12",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"meristem2-tb-2022-5-3","meristem2-tb-2022-5-3","tb","meristem",NA,2022,5,3,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-E2",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"meristem4-tb-2022-5-3","meristem4-tb-2022-5-3","tb","meristem",NA,2022,5,3,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-H7",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"meristem5-tb-2022-5-3","meristem5-tb-2022-5-3","tb","meristem",NA,2022,5,3,9,2,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",25,"plate2-A-2",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"rock1-tb-2022-5-3","rock1-tb-2022-5-3","tb","rock",NA,2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-G12",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"rock2-tb-2022-5-3","rock2-tb-2022-5-3","tb","rock",NA,2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3D11",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"water1-tb-2022-5-3","water1-tb-2022-5-3","tb","water",NA,2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-B9",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"water2-tb-2022-5-3","water2-tb-2022-5-3","tb","water",NA,2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-H8",3,24.59,0.026457513,3,11.76666667,0.057735027,0.015275252,24.56354249,24.61645751,0.033333333,11.70133333,11.832
"fakekelp-high1-scp-2022-7-26","fakekelp-high1-scp-2022-7-26","scp","fake_kelp","high",2022,7,26,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3C12",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"meristem1-scp-2022-7-26","meristem1-scp-2022-7-26","scp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate5-F-12",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"meristem2-scp-2022-7-26","meristem2-scp-2022-7-26","scp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate5-G-1",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"meristem3-scp-2022-7-26","meristem3-scp-2022-7-26","scp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate5-E-10",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"meristem4-scp-2022-7-26","meristem4-scp-2022-7-26","scp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate5-B-5",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"meristem5-scp-2022-7-26","meristem5-scp-2022-7-26","scp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate5-E-5",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"meristem6-scp-2022-7-26","meristem6-scp-2022-7-26","scp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate5-E-11",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"rock1-scp-2022-7-26","rock1-scp-2022-7-26","scp","rock",NA,2022,7,26,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate6-C-10",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"rock2-scp-2022-7-26","rock2-scp-2022-7-26","scp","rock",NA,2022,7,26,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate5-D-10",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"water1-scp-2022-7-26","water1-scp-2022-7-26","scp","water",NA,2022,7,26,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate8-B7",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"water2-scp-2022-7-26","water2-scp-2022-7-26","scp","water",NA,2022,7,26,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate8-B8",3,24.73333333,0.694070121,3,15.83333333,0.550757055,0.400721571,24.03926321,25.42740345,0.317979734,15.21009306,16.45657361
"meristem1-gw-2022-7-12","meristem1-gw-2022-7-12","gw","meristem",NA,2022,7,12,14,7,"","ocean",30,"day0","D-1","submerged","no","zymo","field",25,"plate3H3",3,25.36,0.314324673,3,14.7,0.173205081,0.181475435,25.04567533,25.67432467,0.1,14.504,14.896
"meristem10-gw-2022-7-12","meristem10-gw-2022-7-12","gw","meristem",NA,2022,7,12,14,7,"","ocean",20,"day0","D-1","submerged","no","zymo","field",25,"plate3E3",3,25.36,0.314324673,3,14.7,0.173205081,0.181475435,25.04567533,25.67432467,0.1,14.504,14.896
"meristem13-gw-2022-7-12","meristem13-gw-2022-7-12","gw","meristem",NA,2022,7,12,14,7,"","ocean",10,"day0","D-1","submerged","no","zymo","field",35,"plate4-H7",3,25.36,0.314324673,3,14.7,0.173205081,0.181475435,25.04567533,25.67432467,0.1,14.504,14.896
"meristem4-gw-2022-7-12","meristem4-gw-2022-7-12","gw","meristem",NA,2022,7,12,14,7,"","ocean",30,"day0","D-1","submerged","no","zymo","field",35,"plate4-D5",3,25.36,0.314324673,3,14.7,0.173205081,0.181475435,25.04567533,25.67432467,0.1,14.504,14.896
"meristem7-gw-2022-7-12","meristem7-gw-2022-7-12","gw","meristem",NA,2022,7,12,14,7,"","ocean",20,"day0","D-1","submerged","no","zymo","field",25,"plate4-F5",3,25.36,0.314324673,3,14.7,0.173205081,0.181475435,25.04567533,25.67432467,0.1,14.504,14.896
"rock-gw-2022-7-12","rock-gw-2022-7-12","gw","rock",NA,2022,7,12,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3F1",3,25.36,0.314324673,3,14.7,0.173205081,0.181475435,25.04567533,25.67432467,0.1,14.504,14.896
"fakekelp-high-gw-2022-7-12","fakekelp-high-gw-2022-7-12","gw","meristem","high",2022,7,12,14,7,"","ocean",30,"day0","D-1",NA,"no","zymo","field",25,"plate8-G-3",3,25.36,0.314324673,3,14.7,0.173205081,0.181475435,25.04567533,25.67432467,0.1,14.504,14.896
"water1gw2022712","water1gw2022712","gw","water",NA,2022,7,12,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate8-B-11",3,25.36,0.314324673,3,14.7,0.173205081,0.181475435,25.04567533,25.67432467,0.1,14.504,14.896
